epoch,train_c_loss,train_c_accuracy,val_c_loss,val_c_accuracy,test_c_loss,test_c_accuracy
0,2.42328339216,0.211325005254,2.39695828018,0.226376488095,-1,-1
1,2.2492751521,0.343700740858,2.33346704926,0.30859375,-1,-1
2,2.17712895547,0.408325451871,2.32445982524,0.328404017857,-1,-1
3,2.1371988246,0.461361128625,2.3172324612,0.341982886905,-1,-1
4,2.09955257676,0.541617407524,2.29949333554,0.391183035714,-1,-1
5,2.06653096261,0.586141104456,2.29771154267,0.393601190476,-1,-1
6,2.04414212468,0.614314050021,2.29035768339,0.406994047619,-1,-1
7,2.02800272923,0.634103089533,2.29819114151,0.401506696429,-1,-1
8,2.01612251669,0.649554040563,2.2917412633,0.407459077381,-1,-1
9,2.00665059752,0.660358212484,2.29561665512,0.403180803571,-1,-1
10,1.99923823034,0.669077080706,2.29760913906,0.401041666667,-1,-1
11,1.99289593666,0.677684294872,2.29468063797,0.409319196429,-1,-1
12,1.9872079793,0.685457387558,2.2987708421,0.407087053571,-1,-1
13,1.98217952517,0.691585224884,2.2970823901,0.402436755952,-1,-1
14,1.97838949461,0.697302569357,2.30096679358,0.402808779762,-1,-1
15,1.97486821971,0.703427122741,2.29975337642,0.404296875,-1,-1
16,1.97100402824,0.708911307272,2.30265052262,0.406901041667,-1,-1
17,1.96860271544,0.713978431063,2.30554171687,0.40392485119,-1,-1
18,1.96589747408,0.71811291509,2.29859058062,0.406529017857,-1,-1
19,1.96347736481,0.722181720261,2.30141356162,0.405412946429,-1,-1
20,1.96117294982,0.725968106347,2.30462969485,0.404389880952,-1,-1
21,1.95955217606,0.728135508617,2.30712934619,0.399646577381,-1,-1
22,1.95727219708,0.731872635561,2.30686839138,0.40271577381,-1,-1
23,1.9562775972,0.734709962169,2.30896905774,0.398251488095,-1,-1
24,1.95469989913,0.737189339008,2.30670251449,0.403180803571,-1,-1
25,1.95322556599,0.739964270702,2.30999732018,0.400297619048,-1,-1
26,1.95222799484,0.741875525431,2.31196505683,0.396205357143,-1,-1
27,1.95069036874,0.744604481925,2.31205874965,0.397414434524,-1,-1
28,1.94962825721,0.747418820933,2.31532204719,0.398623511905,-1,-1
29,1.94901313522,0.748604324296,2.31310694558,0.395833333333,-1,-1
30,1.94743466933,0.750643652795,2.31516006163,0.401134672619,-1,-1
31,1.94654264035,0.752206809584,2.31366157532,0.400204613095,-1,-1
32,1.94577801909,0.754121348256,2.31367763167,0.397414434524,-1,-1
33,1.94493564281,0.755625394073,2.31584088291,0.401320684524,-1,-1
34,1.94376218825,0.757277217318,2.31685553278,0.396763392857,-1,-1
35,1.94276178084,0.758712300336,2.31476115897,0.397042410714,-1,-1
36,1.94234282603,0.759559557587,2.31540733576,0.397228422619,-1,-1
37,1.94159807012,0.760833727406,2.31759552729,0.398623511905,-1,-1
38,1.9409421509,0.762347625053,2.31795722814,0.396298363095,-1,-1
39,1.94037910588,0.763661202186,2.31697736184,0.395554315476,-1,-1
40,1.9394939492,0.764902532577,2.32099666482,0.394996279762,-1,-1
41,1.93977124559,0.764876261034,2.31860393002,0.398158482143,-1,-1
42,1.9388410316,0.765789197142,2.31822674331,0.397879464286,-1,-1
43,1.93807371492,0.767273539302,2.31701175372,0.397414434524,-1,-1
44,1.93782121306,0.768025562211,2.31681083214,0.394810267857,-1,-1
45,1.93727962707,0.76895163409,2.31764468693,0.397042410714,-1,-1
46,1.93688268634,0.769339139344,2.31983320486,0.397972470238,-1,-1
47,1.93652471468,0.770537778478,2.32474889926,0.39099702381,-1,-1
48,1.93639233013,0.770889160361,2.32318797566,0.390811011905,-1,-1
49,1.93563099572,0.771388319672,2.32145515794,0.400111607143,-1,-1
test set performance,-1,-1,-1,-1,2.27783937114,0.414248511905
