epoch,train_c_loss,train_c_accuracy,val_c_loss,val_c_accuracy,test_c_loss,test_c_accuracy
0,2.34411452748,0.307866356662,2.31353742168,0.35509672619,-1,-1
1,2.17373099233,0.482007277217,2.29392804134,0.380022321429,-1,-1
2,2.10980421107,0.549998029634,2.28727679877,0.397693452381,-1,-1
3,2.07361277245,0.589211591005,2.29053541308,0.400855654762,-1,-1
4,2.05058379136,0.614865752417,2.29072668439,0.400576636905,-1,-1
5,2.03455979992,0.632786228457,2.29464614107,0.403645833333,-1,-1
6,2.02190694447,0.646289801387,2.29846862668,0.404947916667,-1,-1
7,2.01209447714,0.657468342791,2.30179537478,0.397693452381,-1,-1
8,2.00429323643,0.666981925179,2.30279637235,0.401506696429,-1,-1
9,1.99765154327,0.674374080496,2.30287174951,0.399367559524,-1,-1
10,1.99242967966,0.681464113073,2.30427390621,0.398344494048,-1,-1
11,1.9879434914,0.686245533838,2.30383516493,0.402529761905,-1,-1
12,1.98390350085,0.691509694199,2.31141647271,0.397786458333,-1,-1
13,1.98075785903,0.695795239596,2.31006389289,0.39415922619,-1,-1
14,1.97753970359,0.69964730454,2.31263245004,0.402994791667,-1,-1
15,1.97440293698,0.70404122005,2.30918286244,0.397972470238,-1,-1
16,1.97193483777,0.707768495166,2.31161658821,0.396577380952,-1,-1
17,1.96985066263,0.710848833544,2.31000108378,0.398623511905,-1,-1
18,1.96765189393,0.713902900378,2.31360734928,0.397507440476,-1,-1
19,1.96567513618,0.716700819672,2.31463321902,0.396577380952,-1,-1
20,1.96442034411,0.718894493485,2.31672813495,0.393694196429,-1,-1
21,1.96292245017,0.720815600042,2.31397816113,0.399274553571,-1,-1
22,1.96122175899,0.723767864649,2.31410006682,0.394717261905,-1,-1
23,1.95969456672,0.725271910467,2.31332912048,0.397228422619,-1,-1
24,1.95927186887,0.727124054224,2.31846008698,0.394810267857,-1,-1
25,1.95818574822,0.728621532156,2.31944870381,0.389694940476,-1,-1
26,1.95733364198,0.730036911517,2.31743086804,0.393694196429,-1,-1
27,1.95598677253,0.732375078815,2.31979999088,0.391183035714,-1,-1
28,1.95525912123,0.733547446406,2.32239559435,0.39220610119,-1,-1
29,1.9542342011,0.735393022278,2.32281723477,0.390811011905,-1,-1
30,1.95319438006,0.737077684952,2.31921451432,0.39295014881,-1,-1
31,1.95280289354,0.738644125683,2.3201622225,0.39220610119,-1,-1
32,1.95246580515,0.739379728878,2.31899623928,0.390904017857,-1,-1
33,1.95156194849,0.740752416982,2.32361926635,0.386253720238,-1,-1
34,1.95049207503,0.741274563892,2.32392014208,0.391741071429,-1,-1
35,1.94993778972,0.74251261034,2.32303133181,0.390811011905,-1,-1
36,1.9495217038,0.743028189365,2.32177805617,0.391555059524,-1,-1
37,1.94961707313,0.743661990332,2.32474679322,0.389508928571,-1,-1
38,1.9490118382,0.744791666667,2.32527860006,0.384021577381,-1,-1
39,1.94843874337,0.745189023749,2.32834569045,0.391741071429,-1,-1
40,1.94809280653,0.746433638083,2.32462064425,0.386904761905,-1,-1
41,1.9473471645,0.747382697562,2.32399862153,0.389136904762,-1,-1
42,1.94696914884,0.748197115385,2.32800166096,0.385509672619,-1,-1
43,1.9466606561,0.749241409206,2.32466983795,0.388950892857,-1,-1
44,1.94593471477,0.750019703657,2.32737630038,0.382719494048,-1,-1
45,1.94595465178,0.750288986969,2.32521276815,0.386067708333,-1,-1
46,1.9453190051,0.750752022909,2.33027735778,0.37890625,-1,-1
47,1.94580552266,0.750689627995,2.32696336224,0.385509672619,-1,-1
48,1.94534288915,0.75111325662,2.32500725701,0.38829985119,-1,-1
49,1.94488951407,0.752449821354,2.3290933399,0.381603422619,-1,-1
test set performance,-1,-1,-1,-1,2.27645139183,0.418712797619
